ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12045583,JD226426,05/07/2020 10:24:00 AM,035XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,212,2,3.0,35.0,06,1178180.0,1881621.0,2020,05/14/2020 08:47:15 AM,41.830481843,-87.621751752,"(41.830481843, -87.621751752)"
12031001,JD209965,04/16/2020 05:00:00 AM,005XX W 32ND ST,0460,BATTERY,SIMPLE,APARTMENT,True,False,915,9,11.0,60.0,08B,1173292.0,1883705.0,2020,04/23/2020 03:45:11 PM,41.836310224,-87.639624112,"(41.836310224, -87.639624112)"
12093529,JD282112,07/01/2020 10:16:00 AM,081XX S COLES AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,422,4,7.0,46.0,04A,1198234.0,1851595.0,2020,07/08/2020 03:41:45 PM,41.747609555,-87.549179329,"(41.747609555, -87.549179329)"
12178140,JD381597,09/27/2020 11:29:00 PM,065XX S WOLCOTT AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,726,7,15.0,67.0,08B,1164812.0,1861251.0,2020,10/04/2020 03:43:55 PM,41.77487752,-87.671374872,"(41.77487752, -87.671374872)"
4144897,HL474854,07/10/2005 03:00:00 PM,062XX S ABERDEEN ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,712,7,16.0,68.0,04B,1170050.0,1863524.0,2005,02/28/2018 03:56:25 PM,41.781002663,-87.652107119,"(41.781002663, -87.652107119)"
12126129,JD321064,08/04/2020 08:28:00 PM,081XX S LOOMIS BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,613,6,21.0,71.0,15,1168412.0,1850836.0,2020,08/11/2020 03:42:53 PM,41.746220584,-87.658477307,"(41.746220584, -87.658477307)"
12010314,JD186932,03/15/2020 09:00:00 PM,051XX W HURON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1531,15,37.0,25.0,08A,1141763.0,1904131.0,2020,03/22/2020 03:41:57 PM,41.893002363,-87.754811709,"(41.893002363, -87.754811709)"
12067286,JD251718,06/02/2020 10:00:00 PM,042XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,STREET,True,False,925,9,11.0,61.0,06,1172009.0,1876708.0,2020,06/09/2020 03:43:29 PM,41.817138145,-87.644537728,"(41.817138145, -87.644537728)"
4229528,HL545852,08/12/2005 11:00:00 PM,063XX S COTTAGE GROVE AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,True,False,312,3,20.0,42.0,24,1182654.0,1863077.0,2005,02/28/2018 03:56:25 PM,41.779492755,-87.605912536,"(41.779492755, -87.605912536)"
12163191,JD364357,09/11/2020 10:44:00 PM,008XX N TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1121,11,27.0,23.0,08B,1153223.0,1905475.0,2020,09/07/2021 03:41:02 PM,41.896470682,-87.712687444,"(41.896470682, -87.712687444)"
12142075,JD339709,08/21/2020 12:00:00 AM,015XX N MILWAUKEE AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,1424,14,1.0,24.0,04B,1163078.0,1910357.0,2020,08/28/2020 03:42:32 PM,41.90966592,-87.676354472,"(41.90966592, -87.676354472)"
12005594,JD181480,03/11/2020 12:00:00 AM,040XX W 26TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1031,10,22.0,30.0,06,1150021.0,1886423.0,2020,03/18/2020 03:41:17 PM,41.844252757,-87.724943845,"(41.844252757, -87.724943845)"
12070567,JD249245,06/01/2020 01:20:00 AM,024XX N MILWAUKEE AVE,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,False,False,1414,14,1.0,22.0,05,1156086.0,1916141.0,2020,07/06/2020 03:40:17 PM,41.925681769,-87.701883719,"(41.925681769, -87.701883719)"
12057551,JD240361,05/23/2020 12:20:00 PM,068XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,724,7,17.0,67.0,08B,1168179.0,1859299.0,2020,09/07/2021 03:41:02 PM,41.769449202,-87.659088027,"(41.769449202, -87.659088027)"
12057185,JD239952,05/22/2020 10:29:00 PM,0000X N LOREL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1522,15,28.0,25.0,18,1140721.0,1899686.0,2020,05/29/2020 03:41:25 PM,41.880823946,-87.758747941,"(41.880823946, -87.758747941)"
12107263,JD298884,07/15/2020 10:15:00 PM,070XX S CHAPPEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,331,3,5.0,43.0,08A,1191099.0,1858560.0,2020,07/22/2020 03:42:12 PM,41.766897557,-87.575098672,"(41.766897557, -87.575098672)"
12178347,JD382022,09/28/2020 10:23:00 AM,038XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,1133,11,28.0,26.0,08A,1150770.0,1898411.0,2020,10/05/2020 03:40:46 PM,41.877134658,-87.721881801,"(41.877134658, -87.721881801)"
12164381,JD361415,09/09/2020 09:23:00 AM,081XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,631,6,6.0,44.0,08A,1180660.0,1851072.0,2020,09/16/2020 03:41:25 PM,41.746595831,-87.613590958,"(41.746595831, -87.613590958)"
12072697,JD257284,06/06/2020 07:45:00 AM,065XX S UNIVERSITY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,321,3,5.0,42.0,08A,1184679.0,1861785.0,2020,06/13/2020 03:42:03 PM,41.775900146,-87.598529213,"(41.775900146, -87.598529213)"
12126191,JD321188,08/05/2020 01:00:00 AM,025XX S MICHIGAN AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,True,False,133,1,4.0,33.0,08B,1177647.0,1887564.0,2020,08/12/2020 03:41:51 PM,41.846801978,-87.623527134,"(41.846801978, -87.623527134)"
12018869,JD196508,03/27/2020 11:20:00 PM,066XX S SPAULDING AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,False,False,831,8,15.0,66.0,15,1155539.0,1860219.0,2020,04/03/2020 03:58:11 PM,41.772236394,-87.705396225,"(41.772236394, -87.705396225)"
12068919,JD253635,06/04/2020 02:15:00 PM,010XX W DIVISION ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,1822,18,27.0,8.0,08A,1169314.0,1908181.0,2020,06/11/2020 03:42:13 PM,41.903561493,-87.653509519,"(41.903561493, -87.653509519)"
12044629,JD225380,05/05/2020 10:00:00 PM,079XX S THROOP ST,0810,THEFT,OVER $500,STREET,False,False,612,6,21.0,71.0,06,1169042.0,1851982.0,2020,05/12/2020 03:42:00 PM,41.749351783,-87.656135797,"(41.749351783, -87.656135797)"
12157580,JD357987,09/05/2020 11:50:00 PM,022XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,True,1223,12,27.0,28.0,08B,1161251.0,1900967.0,2020,09/12/2020 03:41:32 PM,41.883937205,-87.683327432,"(41.883937205, -87.683327432)"
12045468,JD225478,05/05/2020 10:00:00 PM,104XX S AVENUE M,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,432,4,10.0,52.0,07,1201505.0,1836426.0,2020,05/12/2020 03:42:00 PM,41.705902269,-87.537707456,"(41.705902269, -87.537707456)"
12132877,JD329246,08/12/2020 02:20:00 AM,102XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,511,5,9.0,49.0,14,1180720.0,1837168.0,2020,08/19/2020 03:51:00 PM,41.708440181,-87.613796977,"(41.708440181, -87.613796977)"
12097474,JD287186,07/05/2020 05:18:00 PM,007XX N CENTRAL AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,True,1511,15,29.0,25.0,08B,1138896.0,1904260.0,2020,09/07/2021 03:41:02 PM,41.893408918,-87.765338129,"(41.893408918, -87.765338129)"
12005082,JD180933,03/10/2020 03:40:00 PM,016XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,714,7,16.0,67.0,08B,1166666.0,1862932.0,2020,03/17/2020 03:41:47 PM,41.779451037,-87.664530441,"(41.779451037, -87.664530441)"
12007650,JD183972,03/12/2020 08:00:00 PM,092XX S LUELLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,413,4,7.0,48.0,14,1192789.0,1843974.0,2020,03/19/2020 03:45:37 PM,41.726831283,-87.569378932,"(41.726831283, -87.569378932)"
12153480,JD353103,08/20/2020 10:00:00 AM,087XX S STATE ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,632,6,21.0,44.0,10,1177810.0,1847135.0,2020,09/04/2020 03:39:55 PM,41.735857166,-87.624152861,"(41.735857166, -87.624152861)"
12038537,JD218490,04/27/2020 10:00:00 AM,048XX W HIRSCH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2533,25,37.0,25.0,11,1143843.0,1908874.0,2020,05/04/2020 03:42:21 PM,41.90597895,-87.747053523,"(41.90597895, -87.747053523)"
12028031,JD204153,04/07/2020 04:50:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,312,3,20.0,42.0,04B,1180025.0,1862499.0,2020,04/15/2020 03:40:35 PM,41.777967289,-87.615568353,"(41.777967289, -87.615568353)"
12149106,JD346721,08/27/2020 01:00:00 AM,057XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,232,2,20.0,40.0,06,1178134.0,1867092.0,2020,09/03/2020 03:42:52 PM,41.790614044,-87.622361533,"(41.790614044, -87.622361533)"
12130216,JD325560,08/08/2020 10:10:00 PM,029XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,True,1135,11,27.0,27.0,14,1156794.0,1897225.0,2020,08/15/2020 03:43:11 PM,41.873760261,-87.699795456,"(41.873760261, -87.699795456)"
12155951,JD356001,09/02/2020 02:00:00 PM,001XX W GOETHE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1821,18,2.0,8.0,14,1175214.0,1909036.0,2020,09/09/2020 03:41:54 PM,41.905777306,-87.631812009,"(41.905777306, -87.631812009)"
12021433,JD199345,04/01/2020 12:00:00 AM,050XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1532,15,28.0,25.0,14,1142697.0,1900032.0,2020,04/08/2020 03:43:01 PM,41.88173688,-87.751483513,"(41.88173688, -87.751483513)"
12175074,JD377353,09/18/2020 05:00:00 PM,007XX W ADDISON ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1925,19,46.0,6.0,06,1170599.0,1924135.0,2020,09/27/2020 03:40:25 PM,41.947311989,-87.648321298,"(41.947311989, -87.648321298)"
12110981,JD303391,07/20/2020 01:30:00 AM,007XX E 47TH ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,223,2,4.0,38.0,04B,1182174.0,1874015.0,2020,07/28/2020 03:45:28 PM,41.809518699,-87.607333603,"(41.809518699, -87.607333603)"
12036246,JD215867,04/23/2020 12:00:00 PM,085XX S CALUMET AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,632,6,6.0,44.0,06,1179963.0,1848497.0,2020,04/30/2020 03:42:06 PM,41.739545702,-87.616223543,"(41.739545702, -87.616223543)"
12122483,JD316923,07/31/2020 11:15:00 PM,021XX N SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2525,25,26.0,22.0,08B,1150028.0,1914088.0,2020,08/07/2020 03:42:19 PM,41.920168413,-87.724197537,"(41.920168413, -87.724197537)"
12098557,JD288415,02/01/2019 12:01:00 AM,025XX W 50TH ST,0460,BATTERY,SIMPLE,RESIDENCE,False,True,923,9,14.0,63.0,08B,1160373.0,1871438.0,2019,07/09/2020 03:44:39 PM,41.802924631,-87.687367104,"(41.802924631, -87.687367104)"
12146876,JD345261,08/10/2020 08:30:00 AM,030XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1934,19,44.0,6.0,07,1170665.0,1920334.0,2020,08/28/2020 03:40:39 PM,41.936880447,-87.648190373,"(41.936880447, -87.648190373)"
12041702,JD221976,05/02/2020 02:23:00 AM,033XX W EVERGREEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1422,14,26.0,23.0,08B,1153807.0,1908780.0,2020,09/07/2021 03:41:02 PM,41.905528298,-87.710454372,"(41.905528298, -87.710454372)"
12000109,JD174679,03/05/2020 09:57:00 AM,003XX S WHIPPLE ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1124,11,28.0,27.0,04B,1156097.0,1898378.0,2020,04/12/2020 03:39:57 PM,41.876938298,-87.702323392,"(41.876938298, -87.702323392)"
12104622,JD295698,07/13/2020 09:15:00 AM,073XX N HARLEM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1611,16,41.0,9.0,08B,1127389.0,1948313.0,2020,07/20/2020 03:42:06 PM,42.014496646,-87.80660569,"(42.014496646, -87.80660569)"
12050620,JD232293,05/14/2020 03:00:00 PM,071XX S JEFFERY BLVD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,333,3,5.0,43.0,06,1190776.0,1858184.0,2020,05/21/2020 04:30:37 PM,41.76587359,-87.576294705,"(41.76587359, -87.576294705)"
12049191,JD230710,05/07/2020 12:00:00 AM,020XX W BERWYN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2012,20,40.0,4.0,06,1161850.0,1935191.0,2020,05/15/2020 03:40:45 PM,41.977837548,-87.68017045,"(41.977837548, -87.68017045)"
4607506,HM202388,02/26/2006 04:00:00 PM,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,2332,19,44.0,6.0,06,1170435.0,1920711.0,2006,02/28/2018 03:56:25 PM,41.937919992,-87.649024588,"(41.937919992, -87.649024588)"
12087612,JD275416,06/25/2020 02:25:00 AM,066XX S MARSHFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,725,7,15.0,67.0,26,1166469.0,1860688.0,2020,07/02/2020 03:42:11 PM,41.773297415,-87.665316571,"(41.773297415, -87.665316571)"
12089476,JD277683,06/27/2020 04:00:00 AM,071XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,731,7,6.0,69.0,14,1176194.0,1857700.0,2020,07/04/2020 03:40:51 PM,41.764885191,-87.629756746,"(41.764885191, -87.629756746)"
12149005,JD347683,08/28/2020 12:39:00 AM,032XX W SUNNYSIDE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE - PORCH / HALLWAY,False,True,1724,17,33.0,14.0,26,1154121.0,1929729.0,2020,09/04/2020 03:40:59 PM,41.963007697,-87.70874031,"(41.963007697, -87.70874031)"
12134824,JD331452,08/07/2020 09:00:00 PM,085XX W WINNEMAC AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1614,16,41.0,76.0,06,1118488.0,1932385.0,2020,08/16/2020 03:40:33 PM,41.97093409,-87.839696517,"(41.97093409, -87.839696517)"
12020470,JD198186,03/30/2020 11:45:00 AM,100XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,511,5,9.0,49.0,08B,1180354.0,1838395.0,2020,04/06/2020 04:24:13 PM,41.711815615,-87.615099806,"(41.711815615, -87.615099806)"
12088804,JD276774,03/16/2020 12:00:00 PM,082XX S EVANS AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,631,6,8.0,44.0,11,1182664.0,1850427.0,2020,07/01/2020 03:39:46 PM,41.744779647,-87.606267858,"(41.744779647, -87.606267858)"
12126442,JD321318,08/05/2020 08:06:00 AM,070XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,733,7,6.0,68.0,14,1171849.0,1858223.0,2020,08/12/2020 03:41:51 PM,41.766416791,-87.645667032,"(41.766416791, -87.645667032)"
12078013,JD264055,06/14/2020 04:29:00 PM,052XX W IRVING PARK RD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,MEDICAL / DENTAL OFFICE,False,True,1624,16,38.0,15.0,04B,1140662.0,1926091.0,2020,06/21/2020 03:41:39 PM,41.953283248,-87.758314501,"(41.953283248, -87.758314501)"
6469905,HP544270,08/30/2008 08:15:00 PM,064XX S LOREL AVE,0460,BATTERY,SIMPLE,STREET,False,False,813,8,13.0,64.0,08B,1141844.0,1861455.0,2008,02/28/2018 03:56:25 PM,41.775891618,-87.75556842,"(41.775891618, -87.75556842)"
12200242,JD407316,10/22/2020 05:00:00 AM,045XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,924,9,15.0,61.0,14,1166765.0,1874626.0,2020,12/17/2020 03:40:05 PM,41.811538648,-87.663833607,"(41.811538648, -87.663833607)"
12171016,JD373387,09/20/2020 12:25:00 PM,060XX S PULASKI RD,0560,ASSAULT,SIMPLE,STREET,False,False,813,8,23.0,65.0,08A,1150732.0,1864430.0,2020,09/27/2020 03:42:46 PM,41.783887007,-87.7229079,"(41.783887007, -87.7229079)"
12042961,JD222711,05/02/2020 10:21:00 PM,049XX W STRONG ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1623,16,45.0,12.0,08B,1142315.0,1932451.0,2020,05/09/2020 03:41:55 PM,41.970705035,-87.752079265,"(41.970705035, -87.752079265)"
12204230,JD411942,10/26/2020 03:33:00 PM,048XX N DAMEN AVE,0610,BURGLARY,FORCIBLE ENTRY,DRUG STORE,False,False,2032,20,47.0,4.0,05,1162138.0,1932049.0,2020,12/17/2020 03:40:05 PM,41.969209738,-87.679199562,"(41.969209738, -87.679199562)"
12096130,JD284519,07/03/2020 09:00:00 AM,028XX W NORTH AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,True,1421,14,1.0,24.0,20,1157332.0,1910513.0,2020,07/10/2020 03:41:51 PM,41.910212826,-87.69745862,"(41.910212826, -87.69745862)"
12010013,JD186638,03/14/2020 10:00:00 PM,062XX W GIDDINGS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1622,16,38.0,15.0,14,1133796.0,1930893.0,2020,03/21/2020 04:10:24 PM,41.96658406,-87.783441609,"(41.96658406, -87.783441609)"
12095243,JD284332,07/03/2020 09:00:00 AM,116XX S HALE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,2212,22,34.0,75.0,04A,1164717.0,1827379.0,2020,07/10/2020 03:41:51 PM,41.681929492,-87.672676154,"(41.681929492, -87.672676154)"
12170729,JD373073,09/20/2020 02:00:00 AM,103XX S SAWYER AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,2211,22,19.0,74.0,06,1156494.0,1835986.0,2020,09/27/2020 03:42:46 PM,41.705717816,-87.702546548,"(41.705717816, -87.702546548)"
12143031,JD340821,08/21/2020 11:50:00 PM,021XX N NAGLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2512,25,36.0,19.0,14,1133066.0,1913596.0,2020,08/28/2020 03:42:32 PM,41.919132008,-87.786531453,"(41.919132008, -87.786531453)"
12050611,JD232271,04/26/2020 09:00:00 AM,061XX S SPAULDING AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER (SPECIFY),False,False,823,8,23.0,66.0,26,1155451.0,1863545.0,2020,05/17/2020 03:40:27 PM,41.781365201,-87.705629817,"(41.781365201, -87.705629817)"
12111690,JD304327,07/20/2020 01:06:00 PM,015XX E 61ST ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,314,3,5.0,42.0,26,1187395.0,1864694.0,2020,07/27/2020 04:43:10 PM,41.783818566,-87.588480364,"(41.783818566, -87.588480364)"
12192111,JD397723,10/13/2020 08:01:00 AM,013XX S LOOMIS ST,041A,BATTERY,AGGRAVATED - HANDGUN,CHA PARKING LOT / GROUNDS,False,False,1233,12,28.0,28.0,04B,1167250.0,1893946.0,2020,10/20/2020 03:42:21 PM,41.864544223,-87.661500368,"(41.864544223, -87.661500368)"
12192270,JD394585,10/10/2020 03:15:00 AM,001XX W LAKE ST,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,122,1,42.0,32.0,08B,1175334.0,1901735.0,2020,10/17/2020 03:40:42 PM,41.885740288,-87.631590568,"(41.885740288, -87.631590568)"
12135738,JD332030,08/12/2020 01:20:00 PM,005XX E 32ND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,211,2,4.0,35.0,26,1180539.0,1883677.0,2020,08/19/2020 03:51:00 PM,41.836069707,-87.613033345,"(41.836069707, -87.613033345)"
12049413,JD230031,05/11/2020 09:55:00 PM,039XX W THOMAS ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,1112,11,37.0,23.0,08B,1150101.0,1907054.0,2020,05/19/2020 03:40:10 PM,41.90086502,-87.724112886,"(41.90086502, -87.724112886)"
12025332,JD203712,04/07/2020 04:50:00 AM,011XX S MICHIGAN AVE,0810,THEFT,OVER $500,HOTEL / MOTEL,False,False,123,1,4.0,32.0,06,1177417.0,1895669.0,2020,04/14/2020 03:43:04 PM,41.869047845,-87.624125523,"(41.869047845, -87.624125523)"
12142104,JD338656,08/19/2020 09:45:00 PM,019XX W OGDEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1225,12,28.0,28.0,06,1163312.0,1897077.0,2020,08/26/2020 03:42:14 PM,41.873219626,-87.675868666,"(41.873219626, -87.675868666)"
12002629,JD177990,03/08/2020 12:01:00 AM,113XX S INDIANA AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,True,False,531,5,9.0,49.0,26,1179595.0,1829777.0,2020,03/15/2020 03:42:38 PM,41.688183975,-87.618141533,"(41.688183975, -87.618141533)"
12023864,JD202132,04/04/2020 05:19:00 PM,039XX S MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,HOTEL / MOTEL,False,False,213,2,3.0,38.0,10,1177806.0,1879008.0,2020,04/11/2020 03:42:29 PM,41.823320055,-87.623203203,"(41.823320055, -87.623203203)"
12110093,JD302399,07/19/2020 03:00:00 AM,001XX S LEAMINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1533,15,28.0,25.0,08B,1142152.0,1899093.0,2020,07/26/2020 03:41:17 PM,41.879170269,-87.75350806,"(41.879170269, -87.75350806)"
12020628,JD198476,03/30/2020 03:30:00 PM,006XX E 38TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,212,2,4.0,36.0,14,1181005.0,1879593.0,2020,04/06/2020 04:24:13 PM,41.824852184,-87.611449374,"(41.824852184, -87.611449374)"
12021677,JD199559,04/01/2020 11:15:00 AM,020XX S CANALPORT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,1235,12,11.0,31.0,26,1171099.0,1890229.0,2020,04/08/2020 03:43:01 PM,41.854260957,-87.647479816,"(41.854260957, -87.647479816)"
12005225,JD181240,03/10/2020 08:45:00 AM,034XX W DRUMMOND PL,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1412,14,35.0,22.0,08A,1153096.0,1917431.0,2020,03/17/2020 03:41:47 PM,41.92928153,-87.712836209,"(41.92928153, -87.712836209)"
12092738,JD280842,05/31/2020 11:00:00 AM,024XX W 68TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,False,False,832,8,17.0,66.0,14,1161067.0,1859492.0,2020,07/03/2020 03:39:46 PM,41.770128858,-87.685152162,"(41.770128858, -87.685152162)"
12097725,JD287542,07/06/2020 12:05:00 AM,022XX N LAPORTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2522,25,36.0,19.0,08B,1143026.0,1914445.0,2020,07/13/2020 03:42:37 PM,41.921281655,-87.749915493,"(41.921281655, -87.749915493)"
12165831,JD366559,09/14/2020 04:53:00 AM,061XX N OAKLEY AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2413,24,40.0,2.0,08A,1159872.0,1940807.0,2020,09/21/2020 03:44:51 PM,41.993289236,-87.687288743,"(41.993289236, -87.687288743)"
12143082,JD340776,08/21/2020 10:15:00 PM,031XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1134,11,24.0,27.0,08B,1155571.0,1896200.0,2020,08/28/2020 03:42:32 PM,41.870972237,-87.704313319,"(41.870972237, -87.704313319)"
12178733,JD382513,09/27/2020 05:00:00 PM,024XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,STREET,False,False,1411,14,32.0,22.0,08B,1159794.0,1918533.0,2020,10/04/2020 03:43:55 PM,41.932169842,-87.688192539,"(41.932169842, -87.688192539)"
12025295,JD203697,04/05/2020 01:00:00 PM,064XX S HONORE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,726,7,15.0,67.0,06,1165118.0,1862029.0,2020,04/12/2020 03:41:31 PM,41.777005986,-87.670231127,"(41.777005986, -87.670231127)"
12019228,JD196922,03/28/2020 05:08:00 AM,041XX N PONTIAC AVE,0810,THEFT,OVER $500,STREET,False,False,1614,16,38.0,17.0,06,1119671.0,1926367.0,2020,04/04/2020 03:41:46 PM,41.954401174,-87.835474975,"(41.954401174, -87.835474975)"
12075929,JD261664,06/12/2020 08:51:00 AM,120XX S STEWART AVE,0810,THEFT,OVER $500,RESIDENCE,False,True,523,5,34.0,53.0,06,1175796.0,1825007.0,2020,06/19/2020 03:41:57 PM,41.675180065,-87.632191427,"(41.675180065, -87.632191427)"
12169088,JD371131,09/18/2020 12:01:00 AM,075XX S PHILLIPS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,421,4,7.0,43.0,07,1193843.0,1855380.0,2020,09/25/2020 03:42:30 PM,41.75810458,-87.565145103,"(41.75810458, -87.565145103)"
12196042,JD402456,10/17/2020 02:30:00 PM,051XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - GARAGE,False,True,231,2,3.0,40.0,08B,1178914.0,1870938.0,2020,12/17/2020 03:40:05 PM,41.801150088,-87.619384368,"(41.801150088, -87.619384368)"
